# Constructed from biom file
#OTU ID	HC-DS	HC-HD	HC-HX	HC-XY
PWY-6471	34.73523457746433	0.0	54.17588943470204	0.0
PWY-6478	1433.267159606752	1283.5007149083203	1447.7235665599862	1976.2381114312197
PWY-6505	0.0	0.3473206393690082	40.73472626489436	152.53114028149236
PWY-6507	11925.365124802624	13298.35558212361	13519.075847383852	12249.061511619864
PWY-6519	17016.109672960123	19835.931658859936	20025.56713738634	19538.616990403036
PWY-6545	302.364567637256	684.1748947668034	92.01064732695563	812.0437705363884
PWY-6562	12952.73214719647	14523.869404142955	14897.217336700649	13136.800389472399
PWY-6565	14605.048725089579	16148.422263410508	16856.163000343236	14863.535128170526
PWY-6572	5328.858121653852	7101.5740448057595	3754.2788588423628	5750.7395718568905
PWY-6588	3260.10187084207	3323.220062620522	2508.9816263065713	3072.6535007606212
PWY-6590	1055.489479807451	100.74385033031021	172.96297390720716	1211.573924607394
PWY-6608	5357.512881235306	12160.437199006776	6110.2993702589665	12329.184237305823
PWY-6609	20436.748376827614	21779.77272157514	22658.994933591835	20923.62592365315
